Instance;;ILS – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BRKGA – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO – Chagas and Wagner (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_10_02.thop;;385525;423098;355735;397469;325760;351974;353882;328602;383379;347279;309647;363612;340131;385979;421503;332273;313727;341297;367881;398406;435704;378792;339070;423626;334669;392226;390330;357836;389188;390671;;687016;707748;673087;647959;627077;632891;592185;654049;651443;638677;596533;598335;605372;592477;642957;612682;612985;622355;609521;598450;602596;620843;614299;591610;640681;701960;658274;605865;583877;632465;;3589438;3383327;3633934;3542568;3590658;3529144;3489699;3641811;3577682;3480043;3628104;3585338;3671436;3634726;3500020;3491478;3533685;3739827;3679668;3712480;3499531;3524169;3477467;3457927;3744296;3666079;3590475;3584080;3400695;3510384;;4251312;4243936;4219182;4242629;4267135;4239302;4216612;4300383;4260298;4235195;4226037;4224648;4246686;4228336;4229817;4368346;4211326;4221102;4212335;4251613;4223734;4245534;4265222;4233955;4220693;4211184;4272505;4252171;4238462;4243557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_10_03.thop;;459176;444173;420624;414180;441851;407760;392473;435483;450993;432414;436660;472927;408708;458042;459152;375757;406006;370917;437700;423917;488424;470050;393737;458644;387724;438087;450176;416903;447355;487397;;677560;757148;678863;669629;665970;703360;664498;777568;721449;702317;686043;672619;656147;655522;700014;687363;705174;666410;688704;674318;687439;690527;689006;682686;669632;677041;723048;679769;732331;733239;;4286075;4108556;4182710;4357190;4216775;4109236;4137362;4277467;4295190;4338916;4282384;4313483;4211772;4129720;4275231;4200339;4272223;4342806;4253850;4341498;4126570;4239094;4236763;4190382;4252444;4254362;4190162;4294912;4228539;4218958;;4779212;4785614;4867183;4780304;4795537;4787260;4810889;4804314;4793231;4828526;4826587;4800955;4778693;4803330;4794473;4761128;4812862;4810511;4807410;4807944;4820915;4811586;4806370;4777979;4843635;4799237;4816552;4807680;4769676;4874858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_01_01.thop;;114883;117454;116737;113482;119104;106125;116092;111405;118962;122137;116210;102928;108246;122532;115155;107946;114373;109751;105731;131959;109629;104931;113691;117032;119458;107726;122748;102886;98325;113012;;194066;195723;199882;190727;197485;191814;197014;201551;190643;186948;188555;203291;195344;196290;187169;195464;200277;182568;204128;208661;211517;201495;195241;200070;191959;191607;187641;193455;207121;197195;;377199;376356;376375;385894;378226;385561;382280;390886;389581;352634;372281;392501;376901;360813;390652;371965;369437;382076;382964;385613;384103;376272;390407;378034;388329;391024;374123;397151;368641;367670;;605921;595782;607228;600110;602151;598154;600766;596440;604268;605279;596592;598921;600347;596061;602923;610656;612412;602724;600572;601891;595676;603689;599399;599948;596150;599777;600984;602755;603936;597809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_01_02.thop;;128685;132665;131789;129536;147120;124347;144139;130616;130593;143958;118905;122109;126207;143441;135159;131938;149410;144140;126145;137301;121846;125999;135105;138456;146483;133279;123961;141294;129950;126952;;220935;215159;219235;214704;219129;229620;224467;218265;221714;216753;220062;222977;203287;221875;217476;209916;214313;204570;214548;223317;212844;225226;218008;235860;224794;218380;221286;220197;214943;225522;;540363;497366;551941;527084;535697;552115;556231;543571;560200;531814;516150;539952;535631;529471;546343;536504;563417;557351;522700;544138;536389;520191;525877;510182;557711;526081;557482;530399;526253;529834;;689309;705638;691659;699636;702055;700663;693870;695354;697112;705093;704934;690684;710258;691339;690007;688031;702690;700553;692183;709805;705045;690773;690662;704784;690199;686283;701306;711833;689355;689645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_01_03.thop;;142008;162602;159734;155325;143117;139945;145247;140221;156011;152594;152449;154698;135978;171111;158241;145941;149333;150788;158272;164369;150881;150077;137094;149272;157111;137280;140770;125942;154676;162152;;228235;231107;238414;225880;237810;233472;226776;230965;227295;244185;236259;231826;231606;233347;236130;230096;245723;243433;244171;232592;224189;232651;230933;228943;235663;244791;241879;232271;248203;247522;;698283;700013;669228;674592;713263;670888;676345;696135;683755;701181;701934;676020;718514;698677;713040;672161;689915;681372;686182;698832;689594;705277;673553;681843;677663;674935;697239;687513;701040;721901;;784247;787067;787172;794205;794322;798658;782668;788806;782071;795029;787974;789197;782753;782912;783999;784082;784898;797007;779942;789268;788881;785373;787489;784071;772507;783477;789901;782865;791636;788220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_05_01.thop;;132916;121732;115897;125882;121356;102911;134845;111954;122924;130091;123376;109981;114574;127668;146793;107849;122904;112567;136158;130392;136590;102887;107504;123801;127902;119323;129126;124086;126497;119339;;233404;231725;197032;211731;212026;215528;211590;229127;229336;221913;232342;208784;211028;221877;199731;203735;210749;221833;219904;216917;222880;217538;216237;210981;227056;216630;205946;234774;218180;207230;;909745;876014;931080;961410;888628;862117;919094;924491;912690;927878;889783;891781;902366;907718;911899;950549;947294;922225;889757;923910;952652;930639;909247;928620;884175;939563;932476;958685;951620;911453;;1289896;1286496;1276870;1278522;1291320;1294197;1289024;1269074;1270256;1288693;1280823;1287907;1294980;1285254;1276257;1293307;1287963;1267363;1279869;1275812;1295919;1278083;1297886;1296197;1284262;1300624;1280103;1293875;1291289;1294978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_05_02.thop;;144899;151203;151886;157867;174681;152968;146085;138238;157652;166717;133381;159407;168178;168825;152357;154802;156737;135549;150281;141211;170873;133359;124105;162898;140788;157233;165517;139765;123369;159874;;237126;242041;272549;257616;245551;239565;258459;244187;267400;271127;251036;246434;244307;236020;255900;249895;278346;236094;259801;244383;247125;240534;241452;253271;254378;260487;258050;244856;248180;260680;;1115950;1159732;1139733;1171036;1139630;1128519;1146100;1156465;1124281;1156424;1181410;1143102;1127456;1112857;1149623;1115479;1208102;1201243;1155600;1143434;1131746;1170147;1139043;1134903;1102741;1159588;1129547;1158912;1126153;1121250;;1523606;1513485;1512420;1513115;1509425;1513836;1504403;1513391;1494507;1532592;1504610;1506244;1512410;1504853;1521433;1504629;1525048;1512672;1505086;1507278;1529233;1500080;1519021;1516783;1506602;1506991;1514699;1509045;1507919;1511453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_05_03.thop;;172213;178944;176754;172993;176890;171499;163910;160305;188505;177307;183474;185443;176641;200369;205380;157074;165018;180176;173030;183263;159244;167575;176299;168741;194558;183709;184918;182816;165921;182981;;268108;272037;263017;274072;271901;271216;264417;270745;271260;258823;282779;306731;288324;271874;290703;258445;307338;298886;257114;275290;272938;269042;281394;270780;256088;282564;288295;282487;282588;273601;;1451084;1502742;1455521;1494721;1518268;1467204;1450784;1510191;1501756;1488496;1489480;1501712;1460973;1471155;1521525;1481202;1495359;1503493;1451630;1480173;1481092;1462846;1458465;1460631;1506681;1471691;1463376;1491312;1532098;1508305;;1738649;1753762;1764913;1759487;1744002;1745276;1760825;1757479;1721250;1752840;1751574;1727610;1758336;1747829;1754680;1735094;1753506;1746323;1749341;1754051;1764050;1753711;1748382;1741596;1752145;1755236;1742337;1745792;1745955;1724365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_10_01.thop;;106788;121485;115368;120388;118680;132334;130283;133280;121745;129525;116090;126090;132343;139313;137922;126063;119451;114609;131147;137338;139241;114195;106935;121604;127075;117566;117365;114810;116240;139660;;219834;232865;233633;231753;212973;234600;227781;221751;235317;230654;230284;219476;217386;218258;239617;223124;227518;217138;240828;222593;231364;229280;223912;218693;213533;224415;223408;230395;236015;222118;;1229865;1064620;1132621;1169062;1283217;1197476;1087996;1175268;1152823;1266570;1182368;1098423;1154703;1208198;1203595;1175764;1159570;1161426;1206016;1189820;1209653;1129339;1113054;1206387;1193427;1173081;1157897;1191135;1184047;1243337;;1594462;1581155;1615827;1581666;1600109;1607362;1607733;1585547;1602936;1609228;1592893;1601730;1610467;1602157;1609588;1615503;1585289;1609891;1601612;1598801;1600114;1615595;1588186;1616290;1601782;1607224;1603300;1601740;1629633;1591310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_10_02.thop;;156800;156367;150469;160052;147656;159652;122927;134327;147262;160710;166985;147871;162111;169123;176773;143710;142214;148436;152397;176125;136858;152364;139621;141701;138422;143023;160359;157453;154351;168962;;257869;268308;251957;254578;262753;256913;245098;257692;267257;282887;254728;245464;268837;265758;264376;260252;266856;278610;273238;262180;257866;264235;279881;252456;259380;258141;258985;240324;249092;256243;;1523769;1511668;1538104;1434399;1522835;1518744;1581681;1521354;1491373;1551151;1487736;1477495;1510661;1572423;1527555;1502760;1520230;1484285;1539546;1499406;1521808;1543704;1461316;1549724;1549058;1571796;1523615;1495241;1509826;1557330;;1996852;1979500;1981341;1980474;1982704;2015795;1992088;1970187;1980848;2027052;1986721;1997316;1987883;2000224;1952164;2003684;2024378;2013762;1995827;1981165;2001635;1980267;1957236;1980444;1953140;2006727;1950929;1934618;1976914;1975349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_unc_10_03.thop;;182941;186569;189969;157981;191278;180012;173257;171578;199517;181448;184794;182516;176209;194890;187770;163674;175272;180754;185945;187386;185856;168510;172203;182161;179270;195041;188691;175098;179747;189098;;280919;267543;285754;278100;283383;287888;263622;280335;282236;276585;278022;286715;289009;278050;281675;286980;269200;267255;276376;288691;308126;293041;311847;279483;272552;289179;278807;290211;281362;274521;;2053160;2007423;2089893;2053422;2011267;2047192;2052709;2027645;2043314;2068427;2002014;2042949;2060383;2016604;2061473;2057590;2062757;2052009;2046976;2022436;2015085;2031033;2030260;2059912;2020943;1990582;2018511;2057260;2071889;2042454;;2307899;2295086;2302186;2297378;2283095;2292383;2294340;2296806;2292462;2292458;2282355;2262476;2285963;2282932;2291900;2302268;2310550;2313305;2310005;2304378;2294610;2293446;2287804;2296930;2293004;2280115;2280632;2290751;2293060;2276815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_01_01.thop;;94215;77239;95815;88413;101202;92192;87523;92549;90293;82544;96201;79089;83079;81495;88695;85717;92136;86223;80696;90320;106578;98706;81386;82178;87715;86391;97083;80506;91246;80572;;150055;147250;152180;152415;149218;146694;149295;157210;147443;152858;152310;150923;144828;136598;150233;146874;146548;144739;146670;155137;145921;148852;148020;149553;148978;148414;149695;155667;141274;141280;;319733;317546;318781;312305;318387;327600;330634;309268;320504;309932;327677;323717;327570;327104;325249;306592;331447;319913;316497;303709;316212;321876;338482;319488;320051;315243;327472;312471;321008;317004;;376211;375499;374039;374529;374456;375594;375751;376844;376900;375349;377069;376236;373259;374720;376296;374839;374627;377554;373329;375261;373534;375909;376806;375828;374801;375018;374012;375365;374359;378349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_01_02.thop;;105445;107526;94530;98950;103903;97784;91558;106923;101685;100907;103563;92829;96847;108022;102456;91178;99781;101619;95286;99900;108212;96312;110645;100285;94961;104365;105819;91113;112876;106011;;178842;181424;182367;184483;184270;179955;184138;183051;175092;180134;173922;174655;176955;182731;173128;184936;177764;180231;182486;180439;176275;179842;190216;183731;179926;184062;185812;183205;192335;180380;;346431;360497;365826;367615;360403;366668;355047;362277;342349;351924;354265;357333;367734;356901;360362;355407;356153;351402;360658;364761;349563;355177;364458;361409;355720;363909;367070;348309;354647;365038;;399761;398570;400129;398205;398643;399530;399954;399902;400067;400055;399266;399794;399595;399868;398879;400720;397143;399817;399938;398653;400214;400500;399719;399899;399267;399877;400853;400282;398596;401067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_01_03.thop;;114217;113187;108445;113582;103386;113435;102275;119387;106902;129157;122341;98214;106141;119059;105328;104473;111099;115820;109673;112084;119088;123265;118185;103911;118795;108581;117431;108006;96871;111261;;199390;198608;183360;194678;203545;195566;191178;200164;195605;201695;191784;206335;187616;201400;195264;197732;190850;197695;189148;195511;197615;197774;206431;186880;188977;199225;203675;193046;204571;201065;;380463;383780;387573;381934;383122;383609;379939;383639;378319;381170;375583;381936;377741;380383;384379;382580;384925;387864;384274;379668;382895;383218;380189;380068;380045;381304;376269;383199;373441;385663;;410831;410937;410398;410920;410545;411391;411201;411498;411172;410085;411484;411997;411185;411319;411018;410346;411474;411387;410249;411221;410619;411890;411193;410545;410994;410711;411307;411933;410939;411074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_05_01.thop;;131260;122868;123566;128479;137787;118929;132231;129362;121596;139443;124959;112948;118272;134159;120479;116549;112290;136986;121740;130229;105747;131223;118220;127237;137576;129460;144320;123930;122070;136802;;237963;241797;249089;225255;242880;227713;215511;228851;228942;220401;223367;228862;235980;236286;215180;221727;233322;212759;233712;227189;215360;219822;231966;213245;224504;222697;229418;231853;212881;213996;;1061710;1069073;1085381;1040403;1084001;1053718;1087919;1121242;1070842;1053453;1056009;1089493;1091449;1074116;1091882;1093009;1105709;1100516;1089931;1084839;1124561;1098350;1096022;1087768;1081953;1087088;1054675;1104010;1072099;1044482;;1315465;1332658;1324279;1323403;1324724;1308714;1323170;1324634;1321521;1315381;1315596;1322738;1331093;1322955;1313793;1327094;1316574;1330584;1324525;1327299;1325285;1327711;1322943;1323565;1326183;1316444;1315548;1325508;1326459;1317140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_05_02.thop;;161181;175536;149355;152137;147624;156033;131258;150254;171559;154672;162313;154532;146607;166371;157317;139967;135363;145697;166702;147714;147006;152534;145023;148144;149677;156179;177492;145701;160291;184229;;260905;269571;271956;271005;262663;267549;264907;250433;242677;255272;255491;250009;249991;252460;256374;268941;287436;274093;259288;255482;255124;260100;268845;270654;251717;266970;261078;246281;257441;258344;;1296247;1311748;1316293;1304758;1305854;1320827;1271348;1281580;1321345;1312649;1257393;1296571;1287409;1289909;1319826;1308141;1306586;1308734;1271061;1287359;1293047;1279002;1298063;1305569;1304603;1306497;1308560;1291371;1310023;1290754;;1489844;1499386;1489436;1505905;1495544;1503762;1503903;1500448;1503636;1504399;1498763;1518244;1498896;1494537;1494312;1496820;1500488;1495130;1498047;1495649;1491111;1500180;1500733;1501598;1504668;1493165;1503382;1501618;1497735;1508533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_05_03.thop;;189384;187490;178024;171803;189428;190913;188738;207539;211112;173061;218218;182137;198705;200496;190200;187645;189335;196688;210987;177756;193692;207331;173823;184402;190832;179557;178997;179747;164806;185877;;287726;275616;266764;275606;284655;282833;302819;273653;271647;278308;281376;280318;280411;299943;274815;280866;269413;280044;294503;288689;282591;264903;270438;287505;279592;281341;289428;265685;276471;271361;;1481959;1489487;1507740;1475448;1495711;1506594;1484190;1465641;1504425;1506794;1504149;1526117;1505858;1493619;1503701;1502668;1490239;1508612;1481216;1494686;1489835;1482173;1480976;1464120;1506157;1528796;1505681;1478599;1464928;1496415;;1651637;1657134;1661014;1666171;1653842;1654396;1662992;1659697;1651884;1649714;1647227;1662921;1643964;1662955;1652814;1672041;1673878;1664032;1656671;1658255;1654225;1652289;1653055;1652835;1661882;1662071;1653407;1663508;1662798;1658201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_10_01.thop;;134644;123113;115084;114499;136912;139945;116803;121407;135258;130432;114935;108689;121495;115265;140923;129628;105036;132208;130251;118130;116146;115326;98780;135795;135241;115828;145254;107371;116884;117294;;219786;224704;227569;223237;230504;249184;230528;234632;229682;222625;222628;235077;224617;243333;224771;241173;212066;223442;218633;210345;216331;223097;237723;236580;229559;243330;227822;227768;233754;239049;;1388178;1355258;1297790;1385973;1353154;1387234;1346340;1324027;1350649;1371791;1389860;1382245;1367253;1393733;1375128;1365183;1372461;1337037;1346363;1394944;1375260;1340692;1365288;1354386;1350658;1370391;1331180;1368698;1368091;1348486;;1676774;1662210;1682079;1667673;1664178;1679243;1665855;1669638;1675557;1684070;1663042;1679877;1670813;1655921;1645153;1660692;1680040;1676916;1657108;1675684;1667057;1686852;1672572;1630025;1660584;1629594;1676248;1669361;1666838;1673668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_usw_10_02.thop;;172369;161367;149291;157288;163500;159860;157547;153949;169513;155026;154942;150186;137166;164053;155960;150379;160976;155151;171684;138846;155492;162480;126500;176399;147104;159574;164332;130504;144149;169034;;256930;256384;271893;267796;262397;273280;255711;250207;262429;275948;270972;271991;253613;247377;259547;267283;248552;267332;260599;260389;263452;246357;252135;269241;256472;271606;257981;246231;246868;238492;;1684852;1717793;1712933;1715602;1710457;1734520;1690790;1717893;1713420;1715710;1730136;1727349;1718479;1747401;1654122;1708681;1681468;1702454;1724952;1669564;1678745;1734074;1728074;1680259;1695600;1711279;1698283;1746405;1694490;1733467;;2036996;2041469;2047082;2048834;2043811;2055980;2065424;2044523;2034043;2047146;2049896;2039228;2042512;2076221;2044198;2055011;2091270;2047888;2068657;2074071;2060480;2051767;2066711;2044407;2045341;2036517;2059774;2052484;2056453;2022299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
